我,送,你,那,里	C-PN,C-VV,C-PN,M-PN,C-PN
看,了,以,后,感,觉,很,辛,苦	C-VV,C-AS,C-LC,C-LC,C-NN,C-NN,M-AD,C-VA,C-VA
总,是,不,得,不,帮,你,挂,衣,服	M-AD,C-AD,C-AD,C-AD,C-AD,C-AD,C-AD,C-VV,C-NN,C-NN
觉,得,很,可,怜	M-VV,C-VV,C-AD,C-VA,C-VA
不,会,像,以,前,不,敢,带,朋,友,来,我,们,家,玩	C-AD,C-VV,C-P,C-NT,C-NT,M-AD,C-VV,C-VV,C-NN,C-NN,C-VV,C-PN,C-PN,C-NN,C-VV
不,过,我,最,印,象,的,事,是,我,帮,助,一,个,小,学,学,生	C-AD,C-AD,C-PN,C-AD,M-NN,C-NN,C-DEC,C-NN,C-VC,C-PN,C-NN,C-NN,C-CD,C-CD,C-NN,C-NN,C-NN,C-NN
他,的,方,法,不,太,温,柔,可,是,我,在,很,短,的,时,间,内,进,步,得,很	C-PN,C-DEG,C-NN,C-NN,C-AD,C-AD,C-VA,C-VA,C-AD,C-AD,C-PN,C-P,C-AD,C-JJ,C-DEG,C-NN,C-NN,C-LC,C-VV,C-VV,C-DER,C-AD
你,的,生,活,习,惯,对,我,有,很,影,响	C-PN,C-DEG,C-NN,C-NN,C-NN,C-NN,C-P,C-PN,C-VE,C-AD,M-VV,C-VV
实,话,说	C-AD,C-NN,M-VV
虽,然,我,的,中,文,还,不,够	C-CS,C-CS,C-PN,C-DEG,C-NN,C-NN,C-AD,C-VA,C-VA
不,管,我,在,睡,觉	C-CS,C-CS,C-PN,M-VV,C-VV,C-VV
比,方,说,带,她,好,玩,的,地,方	C-AD,C-AD,C-AD,C-VV,C-PN,M-VA,C-VA,C-DEC,C-NN,C-NN
他,还,买,自,己,一,双,筷,子	C-PN,C-AD,C-VV,M-PN,C-PN,C-CD,C-M,C-NN,C-NN
可,是,没,有,机,会,给,大,家,听	C-AD,C-AD,C-VE,C-VE,C-NN,C-NN,M-P,C-PN,C-PN,C-VV
可,是,就,要,做,最,好,的	C-AD,C-AD,M-AD,C-VV,C-VV,C-AD,C-VA,C-DEC
因,为,他,要,日,文,的,考,试	C-P,C-P,C-PN,C-VV,M-NN,C-NN,C-DEG,C-NN,C-NN
在,古,亭,捷,运,站,的,第,五,出,口	C-P,C-JJ,C-NN,C-NN,C-NN,C-VV,C-DEC,C-OD,C-OD,C-NN,C-NN
她,常,常,没,看,到,我,上,课	C-PN,C-AD,C-AD,C-AD,C-VV,C-VV,C-PN,M-VV,C-VV
早,上,我,们,去,我,住,的,附,近,的,特,别,台,湾,早,餐	C-NT,C-NT,C-PN,C-PN,C-VV,M-PN,C-VV,C-DEC,C-NN,C-NN,C-DEG,C-JJ,C-JJ,C-NR,C-NR,C-NN,C-NN
而,且,你,真,的,有,感,觉,他,们,需,要,你	C-AD,C-AD,C-PN,C-AD,C-AD,C-VE,S-VV,C-VV,C-PN,C-PN,C-VV,C-VV,C-PN
而,且,会,永,远,忘,不,了,的,回,忆	C-AD,C-AD,C-VV,M-AD,C-AD,C-VV,C-AD,C-VV,C-DEC,C-NN,C-NN
但,是,因,为,我,到,现,在,还,在,大,学,所,以,没,有,经,济,能,力	C-AD,C-AD,C-P,C-P,C-PN,C-P,C-NT,C-NT,C-AD,C-P,M-NN,C-NN,C-AD,C-AD,C-VE,C-VE,C-NN,C-NN,C-NN,C-NN
但,是,我,们,连,见,面,都,还,没	C-AD,C-AD,C-PN,C-PN,C-AD,C-VV,C-VV,C-AD,C-AD,C-VV
我,一,直,希,望,奶,奶,看,到,我,长,大,了,什,么,样,的,人	C-PN,C-AD,C-AD,C-VV,C-VV,C-NN,C-NN,C-VV,C-VV,C-PN,C-VV,C-VV,C-AS,M-JJ,C-JJ,C-JJ,C-DEG,C-NN
我,三,年,前,为,了,念,书,也,搬,家,了,南,部	C-PN,C-CD,C-M,C-LC,C-P,C-P,C-VV,C-VV,C-AD,C-VV,C-VV,M-AS,C-NN,C-NN
我,知,道,大,部,分,的,店,员,除,了,欢,迎,光,临,以,外	C-PN,C-VV,C-VV,C-CD,C-CD,C-CD,C-DEG,C-NN,C-NN,C-P,C-P,M-VV,C-VV,C-VV,C-VV,C-P,C-NN
我,知,道,你,的,父,母,很,远	C-PN,C-VV,C-VV,C-PN,C-DEG,C-NN,C-NN,M-AD,C-VA
我,要,便,宜,一,点,儿	C-PN,C-VV,M-VA,C-VA,C-AD,C-AD,C-AD
我,高,中,毕,业,以,后,一,直,那,个,工,作	C-PN,C-NN,C-NN,C-VV,C-VV,C-LC,C-LC,C-AD,C-AD,M-PN,C-PN,C-NN,C-NN
我,最,近,帮,助,我,爸,爸,的,朋,友,开,餐,厅,的,准,备	C-PN,C-NT,C-NT,C-VV,C-VV,C-PN,C-NN,C-NN,C-DEG,C-NN,C-NN,M-VV,C-NN,C-NN,C-DEC,C-NN,C-NN
我,就,匆,匆,忙,忙,地,去,东,西	C-PN,C-AD,C-VA,C-VA,C-VA,C-VA,C-DEV,C-VV,M-NN,C-NN
我,发,你,一,封,信,不,是,要,骂,你	C-PN,C-VV,M-PN,C-CD,C-M,C-NN,C-AD,C-VC,C-VV,C-VV,C-PN
每,天,一,直,这,样,的,事,情	C-AD,C-AD,C-AD,M-AD,C-VA,C-VA,C-DEC,C-NN,C-NN
所,以,我,今,天,写,信,你	C-AD,C-AD,C-PN,C-NT,C-NT,C-VV,C-VV,M-PN
所,以,我,要,陪,你,台,北,有,名,的,地,方	C-AD,C-AD,C-PN,C-VV,C-VV,C-PN,M-NR,C-NR,C-VA,C-VA,C-DEC,C-NN,C-NN
倒,是,真,需,要,每,天,三,个,小,时,的,电,话,吗	C-AD,C-AD,C-AD,C-VV,C-VV,C-AD,C-AD,M-CD,C-M,C-NN,C-NN,C-DEG,C-NN,C-NN,C-SP
马,上,把,脏,衣,到,洗,衣,机,去	C-AD,C-AD,C-BA,C-VA,C-NN,S-VV,C-NN,C-NN,C-NN,C-VV
从,那,里,我,们,会,到,海,边,去	C-P,C-PN,C-PN,C-PN,C-PN,C-VV,S-VV,C-NN,C-NN,C-VV
然,后,我,们,去,温,泉	C-AD,C-AD,C-PN,C-PN,C-VV,M-NN,C-NN
然,后,我,跟,他,好,朋,友,了	C-AD,C-AD,C-PN,C-P,C-PN,M-VA,C-NN,C-NN,C-SP
微,风,广,场,之,后	M-NN,C-NN,C-NN,C-NN,C-LC,C-LC
对,我,们,的,中,文,会,很,多,的,帮,助	C-P,C-PN,C-PN,C-DEG,C-NN,C-NN,C-VV,M-AD,C-CD,C-DEG,C-NN,C-NN
与,其,银,行,的,帮,助	C-P,C-PN,M-NN,C-NN,C-DEG,C-NN,C-NN
还,有,我,常,常,看,到,蚂,蚁,到,我,的,床,上	C-AD,C-AD,C-PN,C-AD,C-AD,C-VV,C-VV,C-NN,C-NN,S-P,C-PN,C-DEG,C-NN,C-LC
还,有,哪,里,玩	C-AD,C-AD,M-PN,C-PN,C-VV
翻,译,他,们,的,话	C-VV,C-VV,C-PN,C-PN,M-DEG,C-NN
我,跟,同,学,聊,天,了,很,久	C-PN,C-P,C-NN,C-NN,C-VV,C-VV,M-AS,C-AD,C-VA
我,觉,得,我,们,会,买,东,西,很,久,很,久,啊	C-PN,C-VV,C-VV,C-PN,C-PN,C-VV,C-VV,C-VV,C-VV,M-AD,C-AD,C-AD,C-AD,C-SP
所,以,每,天,晚,上,我,都,想,到,你,睡,不,著	C-AD,C-AD,C-AD,C-AD,C-NT,C-NT,C-PN,C-AD,C-VV,C-VV,C-PN,M-VV,C-NN,C-NN
她,这,辈,子,为,我,们,教,的,一,件,事,就,是,一,个,人	C-PN,C-DT,C-NN,C-NN,C-P,C-PN,C-PN,C-VV,C-DEC,C-CD,C-M,C-NN,C-AD,C-VC,M-CD,C-CD,C-NN
下,个,礼,拜,的,第,一,次,见,面,让,我,一,点,紧,张	C-DT,C-DT,C-NN,C-NN,C-DEG,C-OD,C-OD,C-M,C-VV,C-VV,C-VV,C-PN,M-AD,C-AD,C-VA,C-VA
好,几,层,楼	M-CD,C-CD,C-M,C-NN
她,还,说,学,习,的,路,很,长,很,多,困,难	C-PN,C-AD,C-VV,C-VV,C-VV,C-DEC,C-NN,C-AD,C-VA,M-AD,C-CD,C-NN,C-NN
我,们,也,可,以,包,括,关,于,中,国,文,化,或,新,年,的,表,演	C-PN,C-PN,C-AD,C-VV,C-VV,M-VV,C-VV,C-P,C-P,C-NR,C-NR,C-NN,C-NN,C-CC,C-NT,C-NT,C-DEG,C-NN,C-NN
我,会,很,盼,望,别,人,的,帮,助	C-PN,C-VV,C-AD,C-VV,C-VV,M-PN,C-PN,C-DEG,C-NN,C-NN
所,以,一,定,要,很,多,绿,色,的,花	C-AD,C-AD,C-AD,C-AD,C-VV,M-CD,C-CD,C-JJ,C-JJ,C-DEG,C-NN
所,以,去,莫,斯,科,最,大,的,也,名,声,的,百,货,公,司	C-AD,C-AD,C-VV,C-NR,C-NR,C-NR,C-AD,C-VA,C-DEC,C-AD,M-NN,C-NN,C-DEG,C-NN,C-NN,C-NN,C-NN
所,以,算,东,西,的,钱,的,地,方,也,很,多,人,排,了,队	C-AD,C-AD,C-VV,C-NN,C-NN,C-DEG,C-NN,C-DEC,C-NN,C-NN,C-AD,M-AD,C-CD,C-NN,C-VV,C-AS,C-NN
然,后,我,没,有,一,般,人,那,么,体,力	C-AD,C-AD,C-PN,C-AD,C-AD,C-JJ,C-JJ,C-NN,C-AD,C-AD,M-NN,C-NN
节,目,也,很,有,意,思,、,很,多,好,吃,的,东,西	C-NN,C-NN,C-AD,C-AD,C-VE,C-NN,C-NN,C-PU,M-AD,C-CD,C-JJ,C-JJ,C-DEG,C-NN,C-NN
虽,然,我,们,在,台,湾,学,中,文,很,少,机,会,知,道,他,们,的,生,活	C-CS,C-CS,C-PN,C-PN,C-P,C-NR,C-NR,C-VV,C-NN,C-NN,C-AD,C-AD,M-NN,C-NN,C-VV,C-VV,C-PN,C-PN,C-DEG,C-NN,C-NN
我,早,就,知,道,高,中,的,练,习,多,辛,苦	C-PN,C-AD,C-AD,C-VV,C-VV,C-NN,C-NN,C-DEG,C-NN,C-NN,M-AD,C-VA,C-VA
警,察,给,我,爸,爸,打,电,话,接,我	C-NN,C-NN,C-VV,C-PN,C-NN,C-NN,C-VV,C-VV,C-VV,M-VV,C-PN
一,边,判,断,那,些,人,的,个,性,与,爱,好,适,合,我,的,个,性	C-AD,C-AD,C-VV,C-VV,C-DT,C-DT,C-NN,C-DEG,C-NN,C-NN,C-CC,C-NN,C-NN,M-VV,C-VV,C-PN,C-DEC,C-NN,C-NN
不,过,我,好,久,以,前,没,女,朋,友	C-AD,C-AD,C-PN,C-AD,C-AD,C-AD,C-AD,M-AD,C-JJ,C-NN,C-NN
不,管,甚,么,时,候,她,每,次,在,替,我,加,油	C-CS,C-CS,C-DT,C-DT,C-NN,C-NN,C-PN,C-AD,C-AD,M-P,C-P,C-PN,C-VV,C-VV
可,是,姊,姊,住,在,远,的,地,方	C-AD,C-AD,C-NN,C-NN,C-VV,C-P,M-VA,C-DEC,C-NN,C-NN
可,惜,到,今,天,没,有,机,会,跟,你,见,面	C-AD,C-AD,C-P,C-NT,C-NT,M-VE,C-VE,C-NN,C-NN,C-P,C-PN,C-VV,C-VV
全,世,界,人,用,的,一,个,网,站	C-NN,C-NN,C-NN,C-NN,M-VV,C-DEC,C-CD,C-CD,C-NN,C-NN
全,家,人,身,体,出,现,非,常,不,舒,服,的,状,况	C-NN,C-NN,C-NN,C-NN,C-NN,M-VV,C-VV,C-AD,C-AD,C-AD,C-VA,C-VA,C-DEC,C-NN,C-NN
全,家,食,物,中,毒	C-NN,C-NN,M-VV,C-VV,C-VV,C-VV
再,去,超,级,市,场,了	M-AD,C-VV,C-VV,C-VV,C-VV,C-VV,C-SP
因,为,他,们,完,婚	C-P,C-P,C-PN,C-PN,M-VV,C-VV
在,网,路,上,开,始,谈,话,的,时,候,已,经,骗,人,了	C-P,C-NN,C-NN,C-LC,C-VV,C-VV,C-VV,C-VV,C-DEC,C-NN,C-NN,M-AD,C-AD,C-VV,C-VV,C-AS
在,网,路,上,开,始,谈,话,的,时,候,就,已,经,骗,人	C-P,C-NN,C-NN,C-LC,C-VV,C-VV,C-VV,C-VV,C-DEC,C-NN,C-NN,C-AD,C-AD,C-AD,C-VV,C-VV
她,天,天,做,与,想,的,事,是,跟,这,个,家,有,关	C-PN,C-AD,C-AD,C-VV,C-CC,C-VV,C-DEC,C-NN,M-VC,C-P,C-DT,C-DT,C-NN,C-VV,C-VV
她,每,次,顺,便,把,很,多,好,吃,的,东,西,带,来,给,我,吃	C-PN,C-AD,C-AD,M-AD,C-AD,C-BA,C-AD,C-CD,C-JJ,C-JJ,C-DEG,C-NN,C-NN,C-VV,C-VV,C-P,C-PN,C-VV
而,不,是,每,一,个,人,能,做,得,到,的,事,情	C-AD,C-AD,C-VC,C-CD,C-CD,C-CD,C-NN,M-VV,C-VV,C-VV,C-VV,C-DEC,C-NN,C-NN
你,的,所,谓,的,朋,友,当,然,骗,你	C-PN,C-DEG,C-JJ,C-JJ,C-DEG,C-NN,C-NN,C-AD,C-AD,M-VV,C-VV
你,教,我,的,很,多,事,情,现,在,很,有,用	C-PN,C-VV,C-PN,C-DEG,C-CD,C-CD,C-NN,C-NN,C-NT,C-NT,M-AD,C-VE,C-VV
我,一,直,以,来,在,网,路,上,交,友	C-PN,C-AD,C-AD,C-AD,C-AD,M-P,C-NN,C-NN,C-LC,C-NN,C-NN
我,一,看,到,你,觉,得,非,常,开,心	C-PN,C-AD,C-VV,C-VV,C-PN,M-VV,C-VV,C-AD,C-AD,C-VA,C-VA
我,一,样	C-PN,M-VA,C-VA
我,只,是,想,知,道,能,不,能,买,一,边,的,耳,环	C-PN,C-AD,C-AD,C-VV,C-VV,C-VV,C-VV,C-AD,C-VV,M-VV,C-CD,C-M,C-DEG,C-NN,C-NN
我,希,望,你,千,万,不,要,因,这,件,事,沮,丧,而,放,弃,学,习,中,文	C-PN,C-VV,C-VV,C-PN,C-AD,C-AD,C-AD,C-AD,C-P,C-DT,C-M,C-NN,M-VA,C-VA,C-MSP,C-VV,C-VV,C-VV,C-VV,C-NN,C-NN
我,没,有,只,为,了,安,慰,妳,随,便,说,你,的,中,文,非,常,好	C-PN,C-AD,C-AD,C-AD,C-P,C-P,C-NR,C-NR,C-NR,M-AD,C-AD,C-VV,C-PN,C-DEG,C-NN,C-NN,C-NN,C-NN,C-NN
我,长,大,以,后,就,发,现,每,个,父,母,不,一,样	C-PN,C-VV,C-VV,C-LC,C-LC,C-AD,C-VV,C-VV,C-DT,C-DT,C-NN,C-NN,M-AD,C-VA,C-VA
我,要,告,诉,我,爸,爸,我,感,谢,他,是,我,爸,爸	C-PN,C-VV,C-VV,C-VV,C-PN,C-NN,C-NN,C-PN,M-VV,C-VV,C-PN,C-VC,C-PN,C-NN,C-NN
我,要,等,你,来,以,后,告,诉,你	C-PN,C-VV,C-VV,C-PN,C-VV,C-AD,C-AD,M-VV,C-VV,C-PN
我,们,快,可,以,见,面,了,吧	C-PN,C-PN,M-AD,C-VV,C-VV,C-VV,C-VV,C-SP,C-SP
我,们,每,一,个,人,应,该,重,视,生,命	C-PN,C-PN,C-CD,C-CD,C-CD,C-NN,M-VV,C-VV,C-VV,C-VV,C-NN,C-NN
我,从,那,时,候,开,始,我,对,台,湾,棒,球,很,有,兴,趣	C-PN,C-P,C-DT,C-NN,C-NN,C-VV,C-VV,C-PN,M-P,C-NR,C-NR,C-NN,C-NN,C-AD,C-VE,C-NN,C-NN
我,想,每,一,间,大,学,有,一,种,独,特,的,风,格	C-PN,C-VV,C-DT,C-CD,C-M,C-JJ,C-NN,M-NN,C-CD,C-M,C-JJ,C-JJ,C-DEG,C-NN,C-NN
我,当,然,很,激,动,因,为,从,来,跟,你,见,过,面	C-PN,C-AD,C-AD,C-AD,C-VA,C-VA,C-P,C-P,C-AD,C-AD,M-P,C-PN,C-VV,C-AS,C-NN
我,觉,得,不,管,跟,你,去,哪,里,会,很,好,玩	C-PN,C-VV,C-VV,C-CS,C-CS,C-P,C-PN,C-VV,C-PN,C-PN,M-VV,C-AD,C-VA,C-VA
我,觉,得,可,能,每,个,人,多,少,有,这,种,倒,楣,的,经,验,吧	C-PN,C-VV,C-VV,C-VV,C-VV,C-DT,C-DT,C-NN,C-AD,C-AD,M-VE,C-AD,C-AD,C-VV,C-VV,C-DEC,C-NN,C-NN,C-SP
我,觉,得,你,很,亲,切,也,温,柔	C-PN,C-VV,C-VV,C-PN,C-AD,C-VA,C-VA,C-AD,M-VA,C-VA
找,一,个,两,个,人,心,情,比,较,愉,快,的,时,候,再,好,好,商,量	C-VV,C-CD,C-CD,M-CD,C-M,C-NN,C-NN,C-NN,C-AD,C-AD,C-VA,C-VA,C-DEC,C-NN,C-NN,C-AD,C-AD,C-AD,C-VV,C-VV
每,一,次,的,磨,练,会,给,你,带,来,一,种,新,看,法	C-DT,C-CD,C-M,C-DEG,C-NN,C-NN,M-VV,C-P,C-PN,C-VV,C-VV,C-CD,C-M,C-JJ,C-NN,C-NN
每,个,人,有,感,谢,的,人	C-DT,C-DT,C-NN,M-VE,C-VV,C-VV,C-DEC,C-NN
妳,不,需,要,每,次,怀,疑,别,人,是,不,是,说,谎	C-AD,C-AD,C-VV,C-VV,C-AD,C-AD,M-VV,C-VV,C-PN,C-PN,C-VC,C-AD,C-VC,C-VV,C-VV
或,许,他,本,来,对,他,人,有,疑,神,疑,鬼,的,态,度	C-AD,C-AD,C-PN,C-AD,C-AD,C-P,C-PN,C-PN,M-VE,C-VV,C-VV,C-VV,C-VV,C-DEC,C-NN,C-NN
所,以,好,不,容,易,把,我,抬,上,去	C-AD,C-AD,C-AD,C-AD,C-AD,C-AD,M-BA,C-PN,C-VV,C-VV,C-VV
所,以,我,两,方,面,能,帮,她	C-AD,C-AD,C-PN,C-CD,C-NN,C-NN,M-VV,C-VV,C-PN
所,以,我,们,快,认,识,了,别,的,朋,友	C-AD,C-AD,C-PN,C-PN,M-AD,C-VV,C-VV,C-AS,C-DT,C-DT,C-NN,C-NN
所,以,我,开,心,要,跟,你,见,面	C-AD,C-AD,C-PN,M-VV,C-VV,C-VV,C-P,C-PN,C-VV,C-VV
所,有,的,女,生,比,不,上,她	C-DT,C-DT,C-DEG,C-NN,C-NN,M-NN,C-NN,C-NN,C-PN
所,有,费,用,由,父,母,来,付	C-DT,C-DT,C-NN,C-NN,M-P,C-NN,C-NN,C-VV,C-VV
放,松,吧	C-VV,C-VV,M-SP
从,来,是,这,样	C-AD,C-AD,M-VC,C-VA,C-VA
这,次,的,事,情,令,我,不,能,相,信,什,么	C-AD,C-AD,C-DEV,C-NN,C-NN,C-VV,C-PN,C-VV,C-VV,M-VV,C-VV,C-PN,C-PN
这,样,你,能,认,得,我	C-AD,C-AD,C-PN,M-VV,C-VV,C-VV,C-PN
这,样,我,成,功,了	M-AD,C-AD,C-PN,C-VV,C-VV,C-AS
农,业,界,的,所,有,人,应,该,了,解,有,机,蔬,菜,的,定,义	C-NN,C-NN,C-NN,C-DEG,C-NN,C-NN,C-NN,M-VV,C-VV,C-VV,C-VV,C-JJ,C-JJ,C-NN,C-NN,C-DEG,C-NN,C-NN
紧,张,得,一,连,三,夜,睡,不,著	C-VA,C-VA,C-DER,C-AD,C-AD,C-CD,C-NN,M-VV,C-NN,C-NN
还,有,我,的,眼,睛,本,来,不,太,好	C-AD,C-AD,C-PN,C-DEG,C-NN,C-NN,C-AD,C-AD,M-AD,C-AD,C-VA
太,不,礼,貌,吧	C-AD,C-AD,C-VA,C-VA,M-SP
以,后,不,用,跟,李,大,年,做,朋,友	C-AD,C-AD,C-AD,C-AD,C-P,C-NR,C-JJ,C-JJ,C-VV,C-NN,C-NN
他,竟,然,说,一,句,话	C-PN,C-AD,C-AD,C-VV,M-CD,C-M,C-NN
可,是,还,没,有,跟,你,见,面	C-AD,C-AD,C-AD,C-AD,C-AD,C-P,C-PN,C-VV,M-VV
她,为,了,照,顾,我,请,几,天,的,假	C-PN,C-P,C-P,C-VV,C-VV,C-PN,C-VV,M-CD,C-M,C-DEG,C-NN
如,果,他,们,听,我,的,意,见,以,后	C-CS,C-CS,C-PN,C-PN,C-VV,M-VV,C-DEC,C-NN,C-NN,C-LC,C-LC
而,且,很,讨,厌,喷,农,药,的,蔬,菜	C-AD,C-AD,C-AD,C-VV,C-VV,C-VV,M-NN,C-NN,C-DEC,C-NN,C-NN
但,再,也,不,要,在,乎,这,一,件,事,情	C-AD,C-AD,C-AD,C-AD,C-AD,C-VV,C-VV,C-DT,C-CD,C-M,C-NN,C-NN
但,是,听,妳,的,故,事,后	C-AD,C-AD,C-VV,M-VV,C-DEC,C-NN,C-NN,C-LC
但,从,来,也,没,有,真,正,的,见,面	C-AD,C-AD,C-AD,C-AD,C-AD,C-AD,C-VA,C-VA,C-DEC,C-NN,M-NN
你,一,定,已,经,去,了	C-PN,C-AD,C-AD,C-AD,C-AD,C-VV,M-AS
你,已,经,想,像,过,我,的,样,子,吗	C-PN,C-AD,C-AD,C-VV,C-VV,C-AS,C-PN,C-DEG,C-NN,C-NN,M-SP
你,以,后,习,惯,中,国,文,化	C-PN,C-AD,C-AD,C-VV,C-VV,M-NR,C-NR,C-NN,C-NN
你,记,住,吗	C-PN,C-VV,C-VV,M-SP
你,现,在,应,该,了,解,我,妈,妈,为,甚,么,是,我,最,感,谢,的,人	C-PN,C-NT,C-NT,C-VV,C-VV,C-VV,C-VV,C-PN,C-NN,C-NN,C-NR,C-NR,C-NR,C-VC,C-PN,C-AD,C-VV,C-VV,C-DEC,C-NN
希,望,妳,的,心,情,现,在,好,一,点	C-VV,C-VV,C-NN,C-NN,C-NN,C-NN,C-NT,C-NT,C-VA,C-AD,C-AD
我,已,经,去,过,三,次	C-PN,C-AD,C-AD,C-VV,C-AS,C-CD,C-M
我,已,经,请,他,的,朋,友,们	C-PN,C-AD,C-AD,C-VV,M-PN,C-DEG,C-NN,C-NN,C-NN
我,去,日,本,留,学,时,认,识,一,位,教,授	C-PN,C-VV,C-NR,C-NR,C-VV,C-VV,C-LC,C-VV,C-VV,M-CD,C-M,C-NN,C-NN
我,在,日,本,的,时,候,认,识,他,们	C-PN,C-P,C-NR,C-NR,C-DEC,C-NN,C-NN,C-VV,C-VV,M-PN,C-PN
我,好,开,心,终,于,要,跟,你,见,面	C-PN,C-AD,C-VV,C-VV,C-AD,C-AD,C-VV,C-P,C-PN,C-VV,C-VV
我,的,梦,想,实,现	C-PN,C-DEG,C-NN,C-NN,C-VV,C-VV
我,很,兴,奋,因,为,我,们,快,要,见,面	C-PN,C-AD,C-VA,C-VA,C-P,C-P,C-PN,C-PN,C-AD,C-AD,C-VV,C-VV
我,看,你,的,照,片,以,后	C-PN,C-VV,M-PN,C-DEG,C-NN,C-NN,C-LC,C-LC
我,要,让,她,每,天,过,像,公,主,的,日,子	C-PN,C-VV,C-VV,C-PN,C-AD,C-AD,C-VV,M-P,C-NN,C-NN,C-DEG,C-NN,C-NN
我,们,约,四,个,小,时,之,后	C-PN,C-PN,C-AD,M-CD,C-M,C-NN,C-NN,C-LC,C-LC
我,们,终,于,可,以,跟,你,见,面	C-PN,C-PN,C-AD,C-AD,C-VV,C-VV,C-P,C-PN,C-VV,C-VV
我,们,总,算,见,面	C-PN,C-PN,C-AD,C-AD,C-VV,C-VV
我,就,抗,议,这,件,事,情	C-PN,C-AD,C-VV,C-VV,M-DT,C-M,C-NN,C-NN
我,换,几,次,专,业	C-PN,C-VV,M-CD,C-M,C-NN,C-NN
我,当,然,很,激,动,因,为,从,来,没,跟,你,见,面	C-PN,C-AD,C-AD,C-AD,C-VA,C-VA,C-P,C-P,C-AD,C-AD,C-AD,C-P,C-PN,C-VV,M-VV
我,总,是,带,我,的,手,机,出,去	C-PN,C-AD,C-AD,C-VV,M-PN,C-DEG,C-NN,C-NN,C-VV,C-VV
事,情,已,经,发,生	C-NN,C-NN,C-AD,C-AD,C-VV,C-VV
其,实,我,们,好,久,没,有,见,面	C-AD,C-AD,C-PN,C-PN,C-AD,C-AD,C-AD,C-AD,C-VV,C-VV
到,现,在,我,只,看,你,的,相,片	C-P,C-NT,C-NT,C-PN,C-AD,C-VV,M-PN,C-DEG,C-NN,C-NN
念,书,的,时,间,变,少	C-VV,C-VV,C-DEC,C-NN,C-NN,C-VV,C-VV
所,以,你,应,该,很,快,就,认,出,我	C-AD,C-AD,C-PN,C-VV,C-VV,C-AD,C-AD,C-AD,C-VV,C-VV,C-PN
所,以,我,自,己,想,一,个,好,方,法	C-AD,C-AD,C-PN,C-PN,C-PN,C-VV,M-CD,C-CD,C-JJ,C-NN,C-NN
所,以,我,拿,写,你,的,名,字,的,纸	C-AD,C-AD,C-PN,C-VV,C-VV,M-PN,C-DEG,C-NN,C-NN,C-DEG,C-NN
花,莲,一,直,保,持,很,美,丽,的,环,境	C-NR,C-NR,C-AD,C-AD,C-VV,C-VV,M-AD,C-VA,C-VA,C-DEC,C-NN,C-NN
花,莲,的,高,速,公,路,建,设,带,来,花,莲,的,经,济,发,展	C-NR,C-NR,C-DEG,C-NN,C-NN,C-NN,C-NN,C-NN,C-NN,C-VV,C-VV,M-NR,C-NR,C-DEG,C-NN,C-NN,C-NN,C-NN
看,你,的,信	C-VV,M-PN,C-DEG,C-NN
真,的,很,开,心,我,们,终,于,能,够,见,面	C-VA,C-DEC,C-AD,C-VA,C-VA,C-PN,C-PN,C-AD,C-AD,C-VV,C-VV,C-VV,C-VV
唱,著,生,日,歌,带,蛋,糕,去,她,面,前	C-VV,C-AS,C-NN,C-NN,C-NN,C-VV,M-NN,C-NN,C-VV,C-PN,C-NN,C-NN
最,近,常,常,听,说,网,路,交,友,发,生,很,多,问,题	C-NT,C-NT,C-AD,C-AD,C-VV,C-VV,C-NN,C-NN,C-NN,C-NN,C-VV,C-VV,M-CD,C-CD,C-NN,C-NN
结,果,不,久,我,们,三,个,人,都,把,饺,子,吐,出,来	C-AD,C-AD,C-NT,C-NT,C-PN,C-PN,C-CD,C-M,C-NN,C-AD,C-BA,C-NN,C-NN,C-VV,C-VV,C-VV
跟,他,约,之,后	C-P,C-PN,C-AD,M-LC,C-LC
紧,紧,地,抱,我	C-AD,C-AD,C-DEV,C-VV,M-PN
网,路,交,友,已,经,不,是,特,别,的,交,朋,友,的,方,式	C-NN,C-NN,C-NN,C-NN,C-AD,C-AD,C-AD,C-VC,C-JJ,C-JJ,C-DEG,C-NN,C-NN,C-NN,C-DEG,C-NN,C-NN
认,识,一,位,教,授	C-VV,C-VV,M-CD,C-M,C-NN,C-NN
学,两,年,以,后,我,想,放,弃,中,文	C-VV,M-CD,C-M,C-LC,C-LC,C-PN,C-VV,C-VV,C-VV,C-NN,C-NN
帮,朋,友,买,一,台,电,子,制,品,回,来	C-VV,C-NN,C-NN,C-VV,M-CD,C-M,C-NN,C-NN,C-NN,C-NN,C-VV,C-VV
总,算,可,以,见,面	C-AD,C-AD,C-VV,C-VV,C-VV,C-VV
还,有,交,很,多,国,家,的,朋,友	C-AD,C-AD,C-VV,M-AD,C-CD,C-NN,C-NN,C-DEG,C-NN,C-NN
虽,然,他,终,于,付,钱	C-CS,C-CS,C-PN,C-AD,C-AD,C-VV,C-VV
虽,然,你,从,来,没,看,我	C-CS,C-CS,C-PN,C-AD,C-AD,C-AD,C-VV,M-PN
